User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
WKRB News,@WKRBNews,2018-01-29T19:53:43.000Z,"WKRB News
@WKRBNews
·
Jan 29, 2018International Paper Co $IP Receives $63.91 Consensus PT from Brokerages http://dailypolitical.com/?p=1728770 #markets",,,
MidEast Times,@midetimes,2018-01-29T19:53:42.000Z,"MidEast Times
@midetimes
·
Jan 29, 2018International Paper Co $IP Receives $63.91 Consensus PT from Brokerages http://dailypolitical.com/?p=1728770 #stocks",,,
Daily Political,@dailypoliticaln,2018-01-29T19:53:40.000Z,"Daily Political
@dailypoliticaln
·
Jan 29, 2018International Paper Co $IP Receives $63.91 Consensus PT from Brokerages http://dailypolitical.com/?p=1728770",,,
Daily Political,@DPolitical,2018-01-29T19:51:18.000Z,"Daily Political
@DPolitical
·
Jan 29, 2018$IP - International Paper Co #IP Receives $63.91 Consensus PT from Brokerages https://goo.gl/fb/gVGYs6",,,
WKRB News,@WKRBNews,2018-01-29T18:14:21.000Z,"WKRB News
@WKRBNews
·
Jan 29, 2018International Paper Co $IP Shares Sold by Beach Investment Counsel Inc. PA http://dailypolitical.com/?p=1728612 #markets",,,
MidEast Times,@midetimes,2018-01-29T18:14:20.000Z,"MidEast Times
@midetimes
·
Jan 29, 2018International Paper Co $IP Shares Sold by Beach Investment Counsel Inc. PA http://dailypolitical.com/?p=1728612 #stocks",,,
Daily Political,@dailypoliticaln,2018-01-29T18:14:18.000Z,"Daily Political
@dailypoliticaln
·
Jan 29, 2018International Paper Co $IP Shares Sold by Beach Investment Counsel Inc. PA http://dailypolitical.com/?p=1728612",,,
James Sikes,@wosaikeneriki,2018-01-28T16:10:40.000Z,"James Sikes
@wosaikeneriki
·
Jan 28, 2018Nikko Asset Management Americas Has Cut Its International Paper Co $IP Position by $2.45 Million ...",,,
WKRB News,@WKRBNews,2018-01-27T11:07:13.000Z,"WKRB News
@WKRBNews
·
Jan 27, 2018Lourd Capital LLC Invests $500,000 in International Paper Co $IP Stock http://dailypolitical.com/?p=1725127 #markets",,,
MidEast Times,@midetimes,2018-01-27T11:07:12.000Z,"MidEast Times
@midetimes
·
Jan 27, 2018Lourd Capital LLC Invests $500,000 in International Paper Co $IP Stock http://dailypolitical.com/?p=1725127 #stocks",,,
Daily Political,@dailypoliticaln,2018-01-27T11:07:10.000Z,"Daily Political
@dailypoliticaln
·
Jan 27, 2018Lourd Capital LLC Invests $500,000 in International Paper Co $IP Stock http://dailypolitical.com/?p=1725127",,,
Transcript Daily,@TranscriptDaily,2018-01-27T09:59:07.000Z,"Transcript Daily
@TranscriptDaily
·
Jan 27, 2018Deprince Race & Zollo Inc. Cuts Stake in International Paper Co $IP http://zpr.io/nYhtK",,,
Ticker Report,@TickerReport,2018-01-27T09:25:07.000Z,"Ticker Report
@TickerReport
·
Jan 27, 2018International Paper Co $IP Stake Lowered by APG Asset Management N.V. http://tickerreport.com/?p=3158874",,,
This Online,@ThisOnline_Co,2018-01-26T21:35:33.000Z,"This Online
@ThisOnline_Co
·
Jan 26, 2018International Paper CFO to Speak at Bank of America Merrill Lynch 2018 Global Agriculture and Materials Conference http://twib.in/l/A5XBxR448Exk #gaming",,,
Transcript Daily,@TranscriptDaily,2018-01-26T18:48:36.000Z,"Transcript Daily
@TranscriptDaily
·
Jan 26, 2018Miller Howard Investments Inc. NY Sells 99,440 Shares of International Paper Co $IP http://zpr.io/nYx6g",,,
The Lincolnian,@ThisLincolnian,2018-01-26T18:27:58.000Z,"The Lincolnian
@ThisLincolnian
·
Jan 26, 2018Miller Howard Investments Inc. NY Sells 99,440 Shares of International Paper Co $IP http://thelincolnianonline.com/?p=382717",,,
The Lincolnian,@ThisLincolnian,2018-01-23T18:45:30.000Z,"The Lincolnian
@ThisLincolnian
·
Jan 23, 2018International Paper Company $IP Stake Lessened by CENTRAL TRUST Co http://thelincolnianonline.com/?p=360674",,,
Transcript Daily,@TranscriptDaily,2018-01-23T18:43:13.000Z,"Transcript Daily
@TranscriptDaily
·
Jan 23, 2018CENTRAL TRUST Co Reduces Position in International Paper Company $IP http://zpr.io/nscwt",,,
Storm Investor,@storminvestor,2018-01-17T19:53:15.000Z,"Storm Investor
@storminvestor
·
Jan 17, 2018Somerset Trust Co Sells 1,641 Shares of International Paper Company $IP http://sportsperspectives.com/?p=1565968 #markets",,,
The Lincolnian,@ThisLincolnian,2018-01-17T19:08:24.000Z,"The Lincolnian
@ThisLincolnian
·
Jan 17, 2018First National Trust Co Increases Holdings in International Paper Company $IP http://thelincolnianonline.com/?p=324322",,,
The Markets Daily,@TheMarketsDaily,2018-01-17T11:58:26.000Z,"The Markets Daily
@TheMarketsDaily
·
Jan 17, 2018International Paper Company $IP Holdings Boosted by Private Trust Co. NA http://zpr.io/njWCd",,,
James Sikes,@wosaikeneriki,2018-01-16T10:34:21.000Z,"James Sikes
@wosaikeneriki
·
Jan 16, 2018International Paper Co $IP Market Value Declined While Webster Bank Raised Its Position ...",,,
Storm Investor,@storminvestor,2018-01-16T10:05:45.000Z,"Storm Investor
@storminvestor
·
Jan 16, 2018First Citizens Bank & Trust Co. Has $218,000 Holdings in International Paper Company $IP http://sportsperspectives.com/?p=1563815 #markets",,,
PFD Bot,@pfdbot,2018-01-15T05:24:57.000Z,"PFD Bot
@pfdbot
·
Jan 15, 2018Alaskans own 169,398 shares of INTERNATIONAL PAPER CO, worth $8,602,030. It's from the PAPER sector, based in UNITED STATES.",,,
Watchlist News,@WatchlistN,2018-01-13T11:50:53.000Z,"Watchlist News
@WatchlistN
·
Jan 13, 20184,095 Shares in International Paper Company $IP Purchased by Rockland Trust Co. http://zpr.io/njmCJ",,,
Stockflare US Page,@StockflareUS,2018-01-13T09:38:28.000Z,"Stockflare US Page
@StockflareUS
·
Jan 13, 2018$IP: International Paper Co has lost a star, now a 3 star stock. (https://stockflare.com/stock/IP)",,,
The Lincolnian,@ThisLincolnian,2018-01-12T20:58:48.000Z,"The Lincolnian
@ThisLincolnian
·
Jan 12, 2018International Paper’s $IP “Outperform” Rating Reaffirmed at Wells Fargo & Co http://thelincolnianonline.com/?p=297654",,,
stephen labadie,@labadie10,2018-01-11T00:46:26.000Z,"stephen labadie
@labadie10
·
Jan 11, 2018@JeffBezos
 Been trying to get work Whole Foods, as a retired executive to have something to do and like customers, no luck or closeness with management. Retired from International Paper Co. Would love to speak  with you about recycle.  Also 12  years with JetBlue Airway Steve
1",,,1
The Markets Daily,@TheMarketsDaily,2018-01-10T21:40:38.000Z,"The Markets Daily
@TheMarketsDaily
·
Jan 10, 2018International Paper’s $IP “Outperform” Rating Reiterated at Wells Fargo & Co http://zpr.io/njUXA",,,
Transcript Daily,@TranscriptDaily,2018-01-10T04:39:12.000Z,"Transcript Daily
@TranscriptDaily
·
Jan 10, 2018International Paper’s $IP Outperform Rating Reaffirmed at Wells Fargo & Co http://zpr.io/nZe6a",,,
